mfcc1_delta,mfcc5_delta,mfcc10_delta,mfcc15_delta,mfcc20_delta
0.105264700949192,0.0292956884950399,0.0144308665767312,-0.0295500084757804,0.0157841574400663
0.1041484698653221,0.0026475014165043,-0.0214546062052249,-0.0111716324463486,0.0004300687578506
0.0298826918005943,-0.0038516207132488,0.0083391377702355,0.0089626936241984,0.0134359393268823
-0.0187923926860094,0.0154453990980982,-0.0014589881757274,-0.0176865682005882,0.0019370479276403
0.0567768514156341,-0.0016267935279756,0.0040147630497813,-0.0062304981984198,0.0072061172686517
0.0949675738811492,0.0125518841668963,-0.0056306961923837,0.014227227307856,-0.0047934064641594
0.0573189333081245,0.0020623838063329,-0.0219148341566324,-0.0205699242651462,0.0087813111022114
-0.0301255118101835,0.0187053829431533,0.014459291473031,-0.0130074480548501,0.0004865870578214
-0.0462096184492111,-0.005033706780523,-0.0075042154639959,-0.0034152227453887,0.0022099709603935
0.0490981675684452,-0.0109177352860569,0.0070594511926174,3.0436445740633644e-05,0.0067794169299304
0.0525341741740703,-0.0107327364385128,-0.0149033535271883,0.0042773196473717,-0.0073961257003247
0.0002129385829903,0.0185961984097957,0.0058272746391594,0.0002416181523585,-0.0102681694552302
-0.1969824880361557,-0.0049999766051769,-0.0090221827849745,-0.0208107978105545,0.0143867693841457
0.1478602141141891,0.0103141656145453,0.0044549969024956,0.0172313153743743,0.0211580302566289
0.1256575137376785,-0.0153646357357501,0.0336086340248584,0.0206512995064258,-0.0033660966437309
0.0468311607837677,-0.0083118770271539,0.0027020086999982,0.0010570302838459,-0.0086383437737822
-0.0562650859355926,-0.027242662385106,0.0008040757966227,-0.0135959144681692,-0.0073904204182326
0.0670077353715896,-0.0046617030166089,0.0107666933909058,0.0219061430543661,-0.0043328264728188
-0.0991696342825889,0.01526290923357,-0.0165151190012693,0.0047950162552297,-0.0045958585105836
0.0269989315420389,-0.0269476231187582,-0.0043450277298688,0.0092240730300545,-0.0020647787023335
0.1008005067706108,-0.0232148524373769,-0.0087769320234656,-0.015033290721476,0.0102144004777073
0.0203260853886604,0.0021249772980809,0.018871285021305,0.0225081350654363,-0.005999210756272
0.0942763239145279,0.0345529690384864,-0.0082382829859852,0.0085632605478167,0.0023545089643448
-0.0287030562758445,-0.0133024249225854,-0.0005695906584151,-0.0041365278884768,0.003569483757019
0.1509350091218948,-0.0128899123519659,0.0221632905304431,-0.0076618106104433,0.0037500786129385
-0.0332416743040084,0.0197792723774909,-0.0030535086989402,0.0105509422719478,0.0039379121735692
0.118118830025196,-0.0140129523351788,-0.0172510687261819,-0.004864802584052,-0.0047391718253493
-0.0405352972447872,-0.0011156218824908,-0.0073024621233344,-0.0026604274753481,-0.0037298209499567
0.0566992424428463,0.0034884978085756,-0.0140580795705318,-0.0171644259244203,0.0154826566576957
0.0470564514398574,-0.0310267563909292,0.0119816958904266,-0.0002384888357482,0.0030461861751973
-0.0820463523268699,0.0062204231508076,-0.0072885011322796,0.0050397780723869,-0.0046813953667879
0.1111967787146568,-0.0231332704424858,-0.0148293627426028,0.004630705807358,0.0103564783930778
-0.1218877509236335,-0.0073573850095272,-0.0143384169787168,-0.0153891025111079,-0.0020051994360983
0.0985578075051307,0.0111376410350203,0.0153160775080323,0.005984719377011,0.0011601754231378
0.0041179610416293,8.885323768481612e-05,-0.0039341556839644,-0.0020356785971671,0.0007267787586897
0.046627789735794,-0.0030750753358006,0.0160315912216901,-0.0160093605518341,0.0056424182839691
0.0102370809763669,0.0050509613938629,-0.0108454683795571,-0.000805199088063,0.0099266059696674
-0.0327102355659008,-0.018474631011486,0.0143454642966389,0.0106744822114706,-0.0149108301848173
0.0225303247570991,0.0134167354553937,-0.003861978650093,0.0005362289957702,0.0206471066921949
0.0459119938313961,0.0005364561802707,0.0033167549408972,-0.0116355195641517,0.0055478559806942
0.0802616998553276,0.0292110722512006,-0.0136435581371188,-0.0030223783105611,-0.002432532608509
-0.0777043476700782,-0.0192051269114017,-0.0024433867074549,-0.0011691494146361,0.002330798888579
-0.0881077870726585,0.0083588967099785,0.0047091250307857,0.0033245687372982,0.0105211241170763
0.0794549658894538,-0.038332525640726,-0.0214386899024248,0.005794858559966,0.0044498974457383
0.1195976436138153,-0.0045982296578586,-0.0154481818899512,0.0102319056168198,-0.001028612605296
0.009897549636662,0.0009645622922107,0.0100809643045067,0.0012489357031881,0.0135382171720266
-0.0228197611868381,0.0089000910520553,-0.0066706552170217,-0.0044733048416674,0.0125266555696725
0.0874706804752349,0.0045587858185172,-0.0057495278306305,0.0111503368243575,-0.0045684673823416
0.023472910746932,-0.0205399841070175,0.0067196497693657,-0.0028646981809288,-0.0009137951419688
0.0528677627444267,0.0142300957813858,-0.016098229214549,-0.006884760223329,0.0001664292649365
0.1346977204084396,-0.0028743580915033,0.0092081138864159,0.0160093028098344,0.0103160599246621
0.1003343611955642,-0.0050167678855359,-0.0151257729157805,0.0081467078998684,-0.0057211127132177
0.1019788905978202,0.011733260937035,0.0050828079693019,0.0019101307261735,0.0065274955704808
0.0721863955259323,-0.0043392432853579,0.0060293362475931,0.0106007969006896,0.0039231213741004
-0.0247808340936899,-0.0111318090930581,-0.018574146553874,-0.0005432270700111,0.0042193131521344
0.0671261399984359,-0.0010291273938491,0.0226614326238632,-0.0018370002508163,-0.0033758864738047
-0.0155350053682923,-0.0085318917408585,-0.0123946918174624,-0.0143672283738851,0.0115417586639523
-0.0349771976470947,-0.0116121964529156,-0.0096896979957818,-0.0131761217489838,-0.0096572898328304
0.0156910736113786,-0.0025568488053977,0.0012184417573735,0.0123041598126292,0.00754728121683
-0.0347099006175994,0.002491433173418,0.0078754173591732,0.0046827597543597,0.0045434474013745
0.0779361054301261,0.0116959428414702,0.0208780206739902,0.0002927219611592,0.0007393225678242
-0.0389082171022892,-0.0134528279304504,-0.0112030729651451,-0.0107817947864532,-0.0017756447196006
-0.1440220773220062,-0.010509829968214,0.0138857206329703,0.0051653310656547,0.0088570555672049
0.0950685292482376,0.0076974215917289,-0.000192937979591,-0.0035927803255617,0.0091141583397984
0.0349436849355697,0.001382672926411,0.0087642008438706,-0.0102521032094955,0.0031745752785354
0.0446619763970375,0.0118782818317413,0.0127532323822379,0.0169469695538282,-0.0062490124255418
-0.0473545528948307,-0.0016092461301013,-0.0128753175958991,-0.0114960642531514,0.006989121902734
0.073973998427391,0.0069140829145908,-0.0159288253635168,-0.0030337173957377,0.0013867052039131
0.0868014544248581,-0.0148598570376634,-0.0142961619421839,-0.004066715016961,-0.00279973144643
0.0800305157899856,0.0034425060730427,0.0030496886465698,0.0071194591000676,0.0009616662282496
-0.0562650859355926,-0.027242662385106,0.0008040757966227,-0.0135959144681692,-0.0073904204182326
-0.0862021446228027,-0.0063389642164111,0.0108864326030015,0.0006996941519901,-0.0188697706907987
0.0434297956526279,0.0280176885426044,-0.006892186589539,-0.0132486866787076,-0.0021526617929339
0.0574627108871936,0.0024895370006561,0.0109204025939106,0.0064855879172682,-0.0019356103148311
0.0103577245026826,0.0041546896100044,-0.0035622487775981,-0.0067033777013421,0.0069228066131472
-0.0683439970016479,0.0072013121098279,0.0148385912179946,-0.0063621518202126,-0.0109172472730278
0.00055469176732,-0.0024964066687971,-0.0035201660357415,0.0038003588560968,-0.0148495379835367
0.069495290517807,-0.0301291402429342,0.0326914079487323,-0.0017697163857519,0.0087030883878469
0.008824011310935,-0.0184145048260688,-0.0073393527418375,-0.0071336771361529,-0.0028527555987238
0.1362080425024032,-0.0199754983186721,-0.014345078729093,-0.0002355118340346,-0.0077809053473174
0.2180556207895279,-0.0094055188819766,0.0064512230455875,-0.0101389503106474,-0.0190276205539703
0.3306410908699035,-0.0007400276954285,-0.0114866578951478,-0.0082537624984979,-0.0062054176814854
0.0457528494298458,-0.0058448510244488,-0.0001080443689716,0.0072769508697092,0.0114889554679393
0.0822529420256614,0.001493506366387,-0.0160744134336709,-0.0150304529815912,0.0006653969176113
-0.1265167295932769,0.0154013754799962,-0.0005250556278042,0.0105760563164949,0.0098816659301519
-0.1472594290971756,-0.007593008223921,-0.027954913675785,0.0225423332303762,-0.0011174289975315
0.1951740235090255,0.0023678222205489,-0.00120199250523,0.0109070651233196,0.001357777044177
0.0502336584031581,0.0086446329951286,0.0044175051152706,0.0039530736394226,0.0045860596001148
-0.0427068471908569,-0.0109573639929294,-0.0053430427797138,-0.0100827850401401,0.0032785062212496
-0.1472594290971756,-0.007593008223921,-0.027954913675785,0.0225423332303762,-0.0011174289975315
0.0435573533177375,0.0171227622777223,0.0007448594551533,0.0016503961523994,0.0031438865698873
-0.0240333136171102,-0.0034444311168044,0.0063598086126148,0.0168003048747777,-0.0505741462111473
0.0206856541335582,0.011377072893083,0.0065672071650624,-0.0109788440167903,0.0177590455859899
0.1046135276556015,0.0008538372348994,0.003669511526823,0.0022975536994636,-0.0198965240269899
0.0515179187059402,-0.0144521882757544,0.0031968159601092,-0.0023644864559173,0.0062004658393561
-0.1296102553606033,0.0314353108406066,0.0065340283326804,0.0157001335173845,-0.0053946855477988
-0.0279977191239595,0.0099568823352456,0.0080627743154764,9.564770880388096e-05,-0.0099952491000294
0.0389470495283603,0.0250162687152624,-0.0105680329725146,0.0076048248447477,0.0005407502758316
-0.0188804566860198,0.0016649368917569,-0.0062337256968021,-0.0019174271728843,-0.0093571254983544
0.0555458925664424,-0.0157165564596653,0.0026053909678012,0.0094579784199595,-0.00642448104918
-0.0077399765141308,0.0089843962341547,-0.0093798702582716,0.0015158413443714,-0.0023813312873244
-0.0049406141042709,0.009959153831005,0.0026394489686936,0.0036746058613061,-0.0087642325088381
0.1142482087016105,-0.0036456927191466,0.0190583299845457,0.0008553477819077,0.0020169760100543
-0.0642180666327476,0.0023568123579025,-0.0043311873450875,0.0005373219028115,-0.0108225494623184
-0.0326323695480823,-0.0075316955335438,0.0012230813736096,-0.0060855690389871,0.0020891446620225
0.0210400559008121,0.008876278065145,0.0014574002707377,-0.0004469538980629,-0.0027483673766255
0.0365727096796035,0.005074989516288,0.0070047620683908,0.0065402938053011,-0.0004435363807715
0.0318183526396751,0.0006348461611196,-0.0057211858220398,-0.0158162619918584,0.0105150043964385
0.0307415332645177,0.0117415655404329,0.0023105386644601,-0.0064948895014822,0.0035536589566618
-0.0185219030827283,-0.0018730764277279,0.0071958424523472,0.0026174481026828,0.009128269739449
0.0419161021709442,-0.0098481960594654,0.017271252349019,0.0185936540365219,-0.0072083342820405
-0.0209552273154258,0.0120402155444026,0.0084538757801055,-0.0046922471374273,-0.0027987302746623
-0.0098153678700327,-0.0100015681236982,0.0041268290951848,0.004608348943293,-0.0076352935284376
0.0349822528660297,-0.0087450006976723,0.0078262900933623,-0.0060665751807391,0.0005010503809899
-0.014431663788855,0.0054468624293804,-0.0024409980978816,-0.0021253761369735,-0.0090573979541659
-0.0165506396442651,0.0245884470641613,0.0004680003621615,-0.0064121144823729,0.0044547556899487
-0.0112140225246548,-0.0141912642866373,0.0018182925414294,-0.0047347298823297,-0.0051223426125943
0.0178384333848953,0.0103070773184299,0.0045682284981012,-0.0033644752111285,-0.0051659219898283
-0.00884860008955,0.0048946384340524,0.0081478133797645,-0.001297652721405,0.0044498466886579
-0.0582133084535598,0.0019209637539461,0.0101222675293684,-0.0145285977050662,0.0072899279184639
-0.0090982215479016,-0.0034306608140468,0.0090041235089302,-0.0019040509359911,0.0136979660019278
0.0716103836894035,-0.005422281101346,-0.0083654690533876,0.0072402940131723,0.0040456592105329
0.0116722416132688,-0.0173654481768608,0.0053093018941581,-0.0012021149741485,-0.0170751400291919
0.0203782431781291,-0.0108062578365206,0.0051119150593876,0.004441731609404,0.0063738259486854
0.0052056252025067,0.0090646771714091,-0.0130929257720708,-0.0152533371001482,-0.0045106029137969
-0.0518297590315341,0.0137724494561553,-0.0078715272247791,0.0034342468716204,-0.0010305672185495
-0.0055404938757419,0.0058503067120909,0.0037526919040828,-0.0040026269853115,0.0046882554888725
0.0482519604265689,-0.0219835434108972,-0.0173552446067333,-0.0091106928884983,-0.0028345570899546
-0.004001295659691,0.0180541276931762,-0.0032669445499777,-0.0037931178230792,0.0006782912532798
-0.0157326553016901,-0.0057618878781795,0.0102555816993117,0.003687116317451,-0.0055012041702866
-0.0053036580793559,-0.0160334948450326,0.0012113581178709,0.0029950654134154,-0.0035362369380891
0.0401877015829086,0.0106136035174131,0.0149882892146706,-0.0138323958963155,-0.0098148034885525
0.0210400559008121,0.008876278065145,0.0014574002707377,-0.0004469538980629,-0.0027483673766255
0.0048631844110786,0.0008863123366609,-0.0021192701533436,0.0087068369612097,0.0047585610300302
0.0405128933489322,0.0090820137411355,-0.0032835197634994,-0.0068747792392969,-0.0063345246016979
0.0509319603443145,-0.0154349543154239,-0.012391347438097,-0.0015148345846682,0.0053363176994025
0.1202621310949325,0.0018433122895658,-0.0019076993921771,-0.005508555099368,0.0099803945049643
0.0053600170649588,-0.0034554195590317,0.0052858986891806,0.0061212391592562,0.0010884676594287
0.0512812659144401,0.0158085450530052,0.0059191933833062,0.0148203643038868,0.0071888766251504
0.0300350859761238,0.0040904264897108,-0.0041836369782686,0.0019611408933997,0.0143746780231595
0.1206582933664321,-0.0390256308019161,0.0211437009274959,0.0006259111105464,0.0012945035705342
0.0178384333848953,0.0103070773184299,0.0045682284981012,-0.0033644752111285,-0.0051659219898283
0.0188225843012332,0.0092389918863773,0.0031592804007232,-0.0010460342746227,0.0034390196669846
-0.004332379437983,0.0109883183613419,-0.0002140508295269,-0.0053847772069275,-0.0010638823732733
0.0338893719017505,0.0090028345584869,-0.005113058257848,-0.004713503178209,0.0093430317938327
0.0959585085511207,-0.0031365905888378,0.0056602796539664,-0.0037657439243048,0.0149419615045189
0.0311634242534637,-0.0004318485152907,0.0145874144509434,0.0104425586760044,-0.003055335022509
0.0153646105900406,-0.0144654884934425,0.0063094142824411,0.00041567790322,0.0017522906418889
0.0251027904450893,-0.018741238862276,-0.0016661406261846,0.0096182813867926,0.0003205116372555
-0.0095915710553526,0.0055408254265785,0.0057832389138638,-0.0064346045255661,-0.0139975417405366
-0.0099282404407858,0.006369553040713,-0.0014360191999003,0.000893298885785,-4.724117388832383e-06
0.0080326469615101,-0.0017693829722702,0.0126519864425063,0.0034804111346602,0.0019705747254192
0.0509319603443145,-0.0154349543154239,-0.012391347438097,-0.0015148345846682,0.0053363176994025
-0.1181176751852035,-0.001047269324772,0.0085217859596014,-0.0118028176948428,-0.0046187113039195
-0.0085157705470919,-0.0031938338652253,0.0043436586856842,0.0098836179822683,-0.0016823327168822
0.0055569959804415,0.0006902655004523,-0.0012156954035162,-0.0014192031230777,-0.0023766853846609
0.1183763146400451,-0.0176612716168165,0.0161304660141468,-0.0058685531839728,0.0032428209669888
-0.0629409402608871,0.0201488975435495,-0.0140200350433588,-0.0036811588797718,-0.0122779188677668
-0.0040133683942258,0.0082179857417941,0.0086778532713651,-0.0004016643215436,0.0076273926533758
0.0482519604265689,-0.0219835434108972,-0.0173552446067333,-0.0091106928884983,-0.0028345570899546
0.1096289381384849,0.0083035621792078,-0.0066050509922206,-0.0020702879410237,0.0031428590882569
0.0193224865943193,0.0024603772908449,0.0049709575250744,-0.0107414098456501,0.0070711327716708
0.0121768852695822,0.0123521648347377,-0.0103998705744743,0.0046637458726763,0.0002223547344328
0.0152387730777263,-0.0015174385625869,-0.0020112756174057,0.0053450972773134,-0.0022167772985994
0.043844923377037,0.0093781957402825,0.016232332214713,-0.0129719739779829,0.0066135167144238
-0.0293912421911954,-0.0008978825062513,-0.003482831409201,0.006254369392991,0.000133076289785
0.003694184590131,-0.0046337875537574,0.0036026362795382,0.0098708625882864,-0.0162977650761604
0.0316864103078842,-0.0012498289579525,-3.2633659429848194e-05,-0.0087087359279394,0.0028434293344616
0.0765586569905281,-0.0036804378032684,-0.0110659943893551,-0.0025295461528003,0.0125777944922447
0.0251027904450893,-0.018741238862276,-0.0016661406261846,0.0096182813867926,0.0003205116372555
0.0385223925113678,-0.0110488720238208,0.007626514416188,0.005064005497843,-0.0165763646364212
-0.017816349864006,-0.0048465011641383,0.0044247871264815,0.0031308161560446,0.0014834033790975
0.0005594122339971,-0.0023923609405755,-0.0018936722772195,-0.001399440690875,0.0074985665269196
0.0318194031715393,-0.001069193589501,0.0111369360238313,-0.0044217887334525,0.0173280443996191
-0.0568285919725894,0.0085108214989304,-0.010281404480338,-0.0074604097753763,-0.0028756391257047
-0.0068350289948284,0.0222321562469005,-0.0070380289107561,0.0012597166933119,0.0111039616167545
-0.0769166424870491,0.0181631650775671,-0.0117628229781985,0.0015182608040049,-0.0139344250783324
-0.0393259823322296,0.0138359759002923,-0.0062768245115876,0.006114603485912,-0.0032853120937943
0.0116722416132688,-0.0173654481768608,0.0053093018941581,-0.0012021149741485,-0.0170751400291919
-0.0124336881563067,0.0029652956873178,0.0038661968428641,-0.0001746346970321,0.0084606679156422
0.0227025747299194,0.0078137582167983,-0.0012412532232701,0.000419787451392,0.0091577610000967
0.0295555610209703,0.0024033477529883,-0.0078518036752939,-0.002138334326446,0.0085481125861406
0.0323324166238307,-0.0050745247863233,0.0085688242688775,0.0007633477216586,0.0001641333947191
0.0048631844110786,0.0008863123366609,-0.0021192701533436,0.0087068369612097,0.0047585610300302
-0.0624331943690776,0.0231399722397327,0.0084659708663821,0.0193768739700317,-0.0099118640646338
0.0078153936192393,-0.0061920415610075,0.0104011427611112,-0.0052430806681513,0.000136897622724
0.0175703149288892,-0.0212199240922927,-0.0065099843777716,-0.0112919537350535,0.0016171101015061
0.055896196514368,-0.0028183090034872,0.0088297659531235,0.000337406003382,0.0104035874828696
0.1055716425180435,0.008744915947318,-0.0048798266798257,0.0026905497070401,0.0011654194677248
-0.0381686203181743,0.027764594182372,0.0050840023905038,0.0050402958877384,-0.0002613310934975
-0.0541497468948364,-0.0079164467751979,0.006174870301038,0.0063648000359535,0.0006676664343103
-0.1086451634764671,0.0345152392983436,-0.0037369222845882,0.0041546067222952,0.0138914845883846
0.0282984692603349,-0.0012291313614696,0.0015488371718674,0.0123807610943913,0.0115926507860422
0.0647027641534805,0.0031578778289258,-0.0019350125221535,-0.0098928520455956,-0.0044589922763407
-0.01424156781286,-0.0020011442247778,-0.0059794462285935,-0.0023483419790863,-0.0036739001516252
0.0530397407710552,-0.0019159722141921,0.0022187554277479,0.0023459258954972,-0.0038017311599105
0.0119614154100418,-0.0030639697797596,-0.0029046148993074,0.0057273358106613,0.0035979838576167
0.0115171475335955,0.010367901995778,-0.0040748035535216,0.0058413534425199,-0.0046371608041226
0.0445102900266647,0.0039327638223767,0.0133305275812745,0.003307782113552,-0.0104659497737884
-0.0026902083773165,0.0020242191385477,0.0073068104684352,-0.00409038644284,-0.0069780047051608
0.1146617978811264,-0.0094612827524542,0.0059522059746086,-0.0004134465707466,-0.010654080659151
0.149867296218872,-0.01201809104532,0.0099647594615817,-0.0011991381179541,-0.0086299562826752
-0.0235702916979789,0.0086898272857069,0.0020090108737349,-0.0014491166220977,-0.0103968596085906
0.1114520505070686,0.0084112510085105,0.0036438456736505,0.0086100809276103,0.0148951094597578
0.0063953916542232,-0.0038000019267201,0.006866636686027,0.0012480133445933,-0.0019841189496219
0.0012595817679539,-0.0025826680939644,-0.0018850110936909,0.0010918859625235,0.0100266244262456
-0.0107667539268732,-0.0059210606850683,-0.0270219556987285,-0.0001264584716409,-0.0032103834673762
-0.0535829626023769,-0.0052138427272439,-0.0079737929627299,-9.06169443624094e-05,-0.0133088529109954
0.1035739481449127,-0.002972601680085,0.0098436158150434,0.0086599774658679,0.0066291275434195
0.023955812677741,0.0079782176762819,-0.0072877490893006,0.0054470491595566,-0.0065909377299249
0.112024649977684,0.0074397665448486,-0.0116945682093501,-0.0049763373099267,-0.0051851049065589
0.0432400628924369,-0.0020382266957312,0.0030054550152271,-0.0050489818677306,0.0232399478554725
-0.0185055173933506,0.0163859203457832,0.0098905377089977,-0.0062555503100156,-0.0084730591624975
0.0243643745779991,-0.0058187860995531,0.0129576474428176,-0.0031219872180372,0.0014410628937184
-0.0618544816970825,-0.0144017385318875,-0.0132282003760337,0.0152392731979489,-0.0072460588999092
-0.0352202132344245,0.0100756594911217,0.020603023469448,-0.009168442338705,0.0068010799586772
0.0493401363492012,-0.004076206125319,-0.0105390604585409,0.0040066828951239,-0.0044019808992743
-0.0351922661066055,0.0361937321722507,0.0106239849701523,0.0093231992796063,-0.0118912169709801
0.0890759006142616,-0.0207311380654573,-0.0029273896943777,-0.0066236746497452,-0.0037106117233633
-0.0538110360503196,-0.0021313321776688,0.0075161070562899,0.0012268499704077,-0.0082092126831412
-0.0287043750286102,-0.0290985964238643,-0.0117583014070987,-0.0028483031783252,-0.0044962875545024
-0.013910923153162,0.0048348600976169,-0.0121994614601135,-0.0103409513831138,-0.0131466193124651
-0.0257641412317752,0.0171842854470014,-0.0018173949792981,-0.0010247698519378,-0.00114650093019
-0.0176166091114282,0.010210826061666,0.0109389089047908,-0.0081786457449197,-0.0113696185871958
0.0400407649576664,-0.0010864121140912,0.0113197499886155,0.015979666262865,-0.0136469155550003
0.0446562692523002,0.0115795535966753,-0.0112184872850775,-0.0036536464467644,-0.0203270055353641
0.0306055545806884,0.0087995892390608,-0.0048067197203636,0.00447962526232,0.0171422213315963
0.0158752240240573,-0.0276496093720197,-0.0060212821699678,0.0059188907034695,0.0133739123120903
-0.1212714165449142,0.0030092543456703,-0.010762495920062,-0.0074245352298021,-0.0068794190883636
0.0447544865310192,-0.0117327384650707,-0.0041871243156492,0.0034046969376504,0.0091952625662088
0.1763621866703033,-0.0254619382321834,-0.0148871773853898,-0.0080693811178207,-0.0001861206401372
-0.0340049006044864,0.007317648269236,0.0018475141841918,-0.0026839920319616,0.0073723657988011
-0.007557030301541,-0.0202319268137216,-0.0042920438572764,-9.879011486191304e-05,0.0244795605540275
0.0209738072007894,-0.0361280851066112,-0.0016649243189021,0.0127372648566961,0.0051360912621021
0.0553051903843879,-0.0219017695635557,0.0134412785992026,0.0075993733480572,-0.0083177611231803
0.0246234405785799,0.0021032453514635,0.0048174168914556,-0.0004773107066284,0.0143925519660115
-0.189490869641304,0.0073205274529755,-0.0198757536709308,0.0026197470724582,-0.0100257797166705
0.1915657520294189,0.0028926956001669,0.0121661061421036,-0.0084325121715664,0.0075698993168771
-0.006389420479536,0.0042342180386185,-0.0057599265128374,0.0048054861836135,-0.005846332758665
0.0200379844754934,-0.0044087930582463,-0.0133686223998665,-0.002079258672893,0.0008612545789219
0.0615495182573795,-0.0207582991570234,-0.009945610538125,-0.0129080712795257,0.0040200995281338
0.0693777278065681,0.007094710599631,-0.0025098870974034,0.0093516753986477,0.0084032192826271
-0.0583674572408199,0.0066983229480683,0.0076755634509027,-0.0055459877476096,-0.0156403481960296
-0.0552234463393688,0.0088496636599302,-0.0038985358551144,0.0013380253221839,-0.0039739706553518
-0.0576786287128925,0.0159557685256004,0.0063357865437865,0.0077552325092256,0.0021323135588318
0.0682781040668487,0.0001232839858857,-0.0084133930504322,-0.000429806561442,-0.0095940791070461
0.063426099717617,-0.020363625138998,-0.0065738703124225,-0.0151981813833117,-0.0108585553243756
0.0435971617698669,0.0092882569879293,0.0047568124718964,0.0003335474175401,-0.0131394639611244
-0.0258172806352376,-0.016212161630392,0.0125562986359,-0.0115731675177812,0.0080216331407427
